	State	State_Code	Year	Year_Code	Multiple_Cause_of_death	MCD_Code	Deaths	Population	Crude_Rate	PCT_of_Total_Deaths
	"Missouri"	"29"	"2000"	"2000"	"Opium"	"T40.0"	Suppressed	4167519	Suppressed	Suppressed
	"Missouri"	"29"	"2000"	"2000"	"Heroin"	"T40.1"	47	4167519	1.1	0.0%
	"Missouri"	"29"	"2000"	"2000"	"Other opioids"	"T40.2"	54	4167519	1.3	0.0%
	"Missouri"	"29"	"2000"	"2000"	"Methadone"	"T40.3"	14	4167519	Unreliable	0.0%
	"Missouri"	"29"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	29	4167519	0.7	0.0%
	"Missouri"	"29"	"2001"	"2001"	"Opium"	"T40.0"	Suppressed	4214567	Suppressed	Suppressed
	"Missouri"	"29"	"2001"	"2001"	"Heroin"	"T40.1"	24	4214567	0.6	0.0%
	"Missouri"	"29"	"2001"	"2001"	"Other opioids"	"T40.2"	55	4214567	1.3	0.0%
	"Missouri"	"29"	"2001"	"2001"	"Methadone"	"T40.3"	20	4214567	0.5	0.0%
	"Missouri"	"29"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	35	4214567	0.8	0.0%
	"Missouri"	"29"	"2002"	"2002"	"Opium"	"T40.0"	Suppressed	4250312	Suppressed	Suppressed
	"Missouri"	"29"	"2002"	"2002"	"Heroin"	"T40.1"	57	4250312	1.3	0.0%
	"Missouri"	"29"	"2002"	"2002"	"Other opioids"	"T40.2"	81	4250312	1.9	0.0%
	"Missouri"	"29"	"2002"	"2002"	"Methadone"	"T40.3"	24	4250312	0.6	0.0%
	"Missouri"	"29"	"2002"	"2002"	"Other synthetic narcotics"	"T40.4"	32	4250312	0.8	0.0%
	"Missouri"	"29"	"2003"	"2003"	"Opium"	"T40.0"	Suppressed	4287476	Suppressed	Suppressed
	"Missouri"	"29"	"2003"	"2003"	"Heroin"	"T40.1"	43	4287476	1.0	0.0%
	"Missouri"	"29"	"2003"	"2003"	"Other opioids"	"T40.2"	139	4287476	3.2	0.0%
	"Missouri"	"29"	"2003"	"2003"	"Methadone"	"T40.3"	68	4287476	1.6	0.0%
	"Missouri"	"29"	"2003"	"2003"	"Other synthetic narcotics"	"T40.4"	36	4287476	0.8	0.0%
	"Missouri"	"29"	"2004"	"2004"	"Opium"	"T40.0"	Suppressed	4326785	Suppressed	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"Heroin"	"T40.1"	58	4326785	1.3	0.0%
	"Missouri"	"29"	"2004"	"2004"	"Other opioids"	"T40.2"	134	4326785	3.1	0.0%
	"Missouri"	"29"	"2004"	"2004"	"Methadone"	"T40.3"	39	4326785	0.9	0.0%
	"Missouri"	"29"	"2004"	"2004"	"Other synthetic narcotics"	"T40.4"	47	4326785	1.1	0.0%
	"Missouri"	"29"	"2005"	"2005"	"Opium"	"T40.0"	Suppressed	4367322	Suppressed	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"Heroin"	"T40.1"	53	4367322	1.2	0.0%
	"Missouri"	"29"	"2005"	"2005"	"Other opioids"	"T40.2"	140	4367322	3.2	0.0%
	"Missouri"	"29"	"2005"	"2005"	"Methadone"	"T40.3"	84	4367322	1.9	0.0%
	"Missouri"	"29"	"2005"	"2005"	"Other synthetic narcotics"	"T40.4"	45	4367322	1.0	0.0%
	"Missouri"	"29"	"2006"	"2006"	"Opium"	"T40.0"	Suppressed	4414380	Suppressed	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"Heroin"	"T40.1"	62	4414380	1.4	0.0%
	"Missouri"	"29"	"2006"	"2006"	"Other opioids"	"T40.2"	156	4414380	3.5	0.1%
	"Missouri"	"29"	"2006"	"2006"	"Methadone"	"T40.3"	91	4414380	2.1	0.0%
	"Missouri"	"29"	"2006"	"2006"	"Other synthetic narcotics"	"T40.4"	141	4414380	3.2	0.0%
	"Missouri"	"29"	"2007"	"2007"	"Opium"	"T40.0"	Suppressed	4456266	Suppressed	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"Heroin"	"T40.1"	69	4456266	1.5	0.0%
	"Missouri"	"29"	"2007"	"2007"	"Other opioids"	"T40.2"	178	4456266	4.0	0.1%
	"Missouri"	"29"	"2007"	"2007"	"Methadone"	"T40.3"	89	4456266	2.0	0.0%
	"Missouri"	"29"	"2007"	"2007"	"Other synthetic narcotics"	"T40.4"	72	4456266	1.6	0.0%
	"Missouri"	"29"	"2008"	"2008"	"Opium"	"T40.0"	Suppressed	4494971	Suppressed	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"Heroin"	"T40.1"	122	4494971	2.7	0.0%
	"Missouri"	"29"	"2008"	"2008"	"Other opioids"	"T40.2"	229	4494971	5.1	0.1%
	"Missouri"	"29"	"2008"	"2008"	"Methadone"	"T40.3"	89	4494971	2.0	0.0%
	"Missouri"	"29"	"2008"	"2008"	"Other synthetic narcotics"	"T40.4"	56	4494971	1.2	0.0%
	"Missouri"	"29"	"2009"	"2009"	"Opium"	"T40.0"	Suppressed	4534485	Suppressed	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"Heroin"	"T40.1"	166	4534485	3.7	0.1%
	"Missouri"	"29"	"2009"	"2009"	"Other opioids"	"T40.2"	196	4534485	4.3	0.1%
	"Missouri"	"29"	"2009"	"2009"	"Methadone"	"T40.3"	77	4534485	1.7	0.0%
	"Missouri"	"29"	"2009"	"2009"	"Other synthetic narcotics"	"T40.4"	72	4534485	1.6	0.0%
	"Missouri"	"29"	"2010"	"2010"	"Opium"	"T40.0"	Suppressed	4563491	Suppressed	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"Heroin"	"T40.1"	184	4563491	4.0	0.1%
	"Missouri"	"29"	"2010"	"2010"	"Other opioids"	"T40.2"	249	4563491	5.5	0.1%
	"Missouri"	"29"	"2010"	"2010"	"Methadone"	"T40.3"	79	4563491	1.7	0.0%
	"Missouri"	"29"	"2010"	"2010"	"Other synthetic narcotics"	"T40.4"	91	4563491	2.0	0.0%
	"Missouri"	"29"	"2011"	"2011"	"Opium"	"T40.0"	Suppressed	4598567	Suppressed	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"Heroin"	"T40.1"	250	4598567	5.4	0.1%
	"Missouri"	"29"	"2011"	"2011"	"Other opioids"	"T40.2"	230	4598567	5.0	0.1%
	"Missouri"	"29"	"2011"	"2011"	"Methadone"	"T40.3"	77	4598567	1.7	0.0%
	"Missouri"	"29"	"2011"	"2011"	"Other synthetic narcotics"	"T40.4"	67	4598567	1.5	0.0%
	"Missouri"	"29"	"2012"	"2012"	"Opium"	"T40.0"	Suppressed	4618513	Suppressed	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"Heroin"	"T40.1"	215	4618513	4.7	0.1%
	"Missouri"	"29"	"2012"	"2012"	"Other opioids"	"T40.2"	203	4618513	4.4	0.1%
	"Missouri"	"29"	"2012"	"2012"	"Methadone"	"T40.3"	61	4618513	1.3	0.0%
	"Missouri"	"29"	"2012"	"2012"	"Other synthetic narcotics"	"T40.4"	58	4618513	1.3	0.0%
	"Missouri"	"29"	"2013"	"2013"	"Opium"	"T40.0"	Suppressed	4646486	Suppressed	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"Heroin"	"T40.1"	261	4646486	5.6	0.1%
	"Missouri"	"29"	"2013"	"2013"	"Other opioids"	"T40.2"	248	4646486	5.3	0.1%
	"Missouri"	"29"	"2013"	"2013"	"Methadone"	"T40.3"	55	4646486	1.2	0.0%
	"Missouri"	"29"	"2013"	"2013"	"Other synthetic narcotics"	"T40.4"	98	4646486	2.1	0.0%
	"Missouri"	"29"	"2014"	"2014"	"Opium"	"T40.0"	Suppressed	4670966	Suppressed	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"Heroin"	"T40.1"	340	4670966	7.3	0.1%
	"Missouri"	"29"	"2014"	"2014"	"Other opioids"	"T40.2"	241	4670966	5.2	0.1%
	"Missouri"	"29"	"2014"	"2014"	"Methadone"	"T40.3"	55	4670966	1.2	0.0%
	"Missouri"	"29"	"2014"	"2014"	"Other synthetic narcotics"	"T40.4"	116	4670966	2.5	0.0%
	"Missouri"	"29"	"2015"	"2015"	"Opium"	"T40.0"	Suppressed	4692196	Suppressed	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"Heroin"	"T40.1"	307	4692196	6.5	0.1%
	"Missouri"	"29"	"2015"	"2015"	"Other opioids"	"T40.2"	245	4692196	5.2	0.1%
	"Missouri"	"29"	"2015"	"2015"	"Methadone"	"T40.3"	60	4692196	1.3	0.0%
	"Missouri"	"29"	"2015"	"2015"	"Other synthetic narcotics"	"T40.4"	191	4692196	4.1	0.1%
	"Montana"	"30"	"2000"	"2000"	"Opium"	"T40.0"	Suppressed	672133	Suppressed	Suppressed
	"Montana"	"30"	"2000"	"2000"	"Heroin"	"T40.1"	Suppressed	672133	Suppressed	Suppressed
	"Montana"	"30"	"2000"	"2000"	"Other opioids"	"T40.2"	Suppressed	672133	Suppressed	Suppressed
	"Montana"	"30"	"2000"	"2000"	"Methadone"	"T40.3"	Suppressed	672133	Suppressed	Suppressed
	"Montana"	"30"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	Suppressed	672133	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	"Opium"	"T40.0"	Suppressed	679843	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	"Heroin"	"T40.1"	Suppressed	679843	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	"Other opioids"	"T40.2"	15	679843	Unreliable	0.0%
	"Montana"	"30"	"2001"	"2001"	"Methadone"	"T40.3"	Suppressed	679843	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	Suppressed	679843	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	"Opium"	"T40.0"	Suppressed	686895	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	"Heroin"	"T40.1"	Suppressed	686895	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	"Other opioids"	"T40.2"	Suppressed	686895	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	"Methadone"	"T40.3"	Suppressed	686895	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	"Other synthetic narcotics"	"T40.4"	Suppressed	686895	Suppressed	Suppressed
	"Montana"	"30"	"2003"	"2003"	"Opium"	"T40.0"	Suppressed	696618	Suppressed	Suppressed
	"Montana"	"30"	"2003"	"2003"	"Heroin"	"T40.1"	Suppressed	696618	Suppressed	Suppressed
	"Montana"	"30"	"2003"	"2003"	"Other opioids"	"T40.2"	17	696618	Unreliable	0.0%
	"Montana"	"30"	"2003"	"2003"	"Methadone"	"T40.3"	27	696618	3.9	0.0%
	"Montana"	"30"	"2003"	"2003"	"Other synthetic narcotics"	"T40.4"	Suppressed	696618	Suppressed	Suppressed
	"Montana"	"30"	"2004"	"2004"	"Opium"	"T40.0"	Suppressed	708010	Suppressed	Suppressed
	"Montana"	"30"	"2004"	"2004"	"Heroin"	"T40.1"	Suppressed	708010	Suppressed	Suppressed
	"Montana"	"30"	"2004"	"2004"	"Other opioids"	"T40.2"	14	708010	Unreliable	0.0%
	"Montana"	"30"	"2004"	"2004"	"Methadone"	"T40.3"	21	708010	3.0	0.0%
	"Montana"	"30"	"2004"	"2004"	"Other synthetic narcotics"	"T40.4"	Suppressed	708010	Suppressed	Suppressed
	"Montana"	"30"	"2005"	"2005"	"Opium"	"T40.0"	Suppressed	718417	Suppressed	Suppressed
	"Montana"	"30"	"2005"	"2005"	"Heroin"	"T40.1"	Suppressed	718417	Suppressed	Suppressed
	"Montana"	"30"	"2005"	"2005"	"Other opioids"	"T40.2"	21	718417	2.9	0.0%
	"Montana"	"30"	"2005"	"2005"	"Methadone"	"T40.3"	15	718417	Unreliable	0.0%
	"Montana"	"30"	"2005"	"2005"	"Other synthetic narcotics"	"T40.4"	Suppressed	718417	Suppressed	Suppressed
	"Montana"	"30"	"2006"	"2006"	"Opium"	"T40.0"	Suppressed	730762	Suppressed	Suppressed
	"Montana"	"30"	"2006"	"2006"	"Heroin"	"T40.1"	Suppressed	730762	Suppressed	Suppressed
	"Montana"	"30"	"2006"	"2006"	"Other opioids"	"T40.2"	14	730762	Unreliable	0.0%
	"Montana"	"30"	"2006"	"2006"	"Methadone"	"T40.3"	28	730762	3.8	0.0%
	"Montana"	"30"	"2006"	"2006"	"Other synthetic narcotics"	"T40.4"	Suppressed	730762	Suppressed	Suppressed
	"Montana"	"30"	"2007"	"2007"	"Opium"	"T40.0"	Suppressed	741571	Suppressed	Suppressed
	"Montana"	"30"	"2007"	"2007"	"Heroin"	"T40.1"	Suppressed	741571	Suppressed	Suppressed
	"Montana"	"30"	"2007"	"2007"	"Other opioids"	"T40.2"	24	741571	3.2	0.0%
	"Montana"	"30"	"2007"	"2007"	"Methadone"	"T40.3"	25	741571	3.4	0.0%
	"Montana"	"30"	"2007"	"2007"	"Other synthetic narcotics"	"T40.4"	Suppressed	741571	Suppressed	Suppressed
	"Montana"	"30"	"2008"	"2008"	"Opium"	"T40.0"	Suppressed	752601	Suppressed	Suppressed
	"Montana"	"30"	"2008"	"2008"	"Heroin"	"T40.1"	Suppressed	752601	Suppressed	Suppressed
	"Montana"	"30"	"2008"	"2008"	"Other opioids"	"T40.2"	27	752601	3.6	0.0%
	"Montana"	"30"	"2008"	"2008"	"Methadone"	"T40.3"	26	752601	3.5	0.0%
	"Montana"	"30"	"2008"	"2008"	"Other synthetic narcotics"	"T40.4"	15	752601	Unreliable	0.0%
	"Montana"	"30"	"2009"	"2009"	"Opium"	"T40.0"	Suppressed	760307	Suppressed	Suppressed
	"Montana"	"30"	"2009"	"2009"	"Heroin"	"T40.1"	Suppressed	760307	Suppressed	Suppressed
	"Montana"	"30"	"2009"	"2009"	"Other opioids"	"T40.2"	45	760307	5.9	0.0%
	"Montana"	"30"	"2009"	"2009"	"Methadone"	"T40.3"	39	760307	5.1	0.0%
	"Montana"	"30"	"2009"	"2009"	"Other synthetic narcotics"	"T40.4"	21	760307	2.8	0.0%
	"Montana"	"30"	"2010"	"2010"	"Opium"	"T40.0"	Suppressed	765852	Suppressed	Suppressed
	"Montana"	"30"	"2010"	"2010"	"Heroin"	"T40.1"	Suppressed	765852	Suppressed	Suppressed
	"Montana"	"30"	"2010"	"2010"	"Other opioids"	"T40.2"	34	765852	4.4	0.0%
	"Montana"	"30"	"2010"	"2010"	"Methadone"	"T40.3"	12	765852	Unreliable	0.0%
	"Montana"	"30"	"2010"	"2010"	"Other synthetic narcotics"	"T40.4"	Suppressed	765852	Suppressed	Suppressed
	"Montana"	"30"	"2011"	"2011"	"Opium"	"T40.0"	Suppressed	775845	Suppressed	Suppressed
	"Montana"	"30"	"2011"	"2011"	"Heroin"	"T40.1"	Suppressed	775845	Suppressed	Suppressed
	"Montana"	"30"	"2011"	"2011"	"Other opioids"	"T40.2"	31	775845	4.0	0.0%
	"Montana"	"30"	"2011"	"2011"	"Methadone"	"T40.3"	19	775845	Unreliable	0.0%
	"Montana"	"30"	"2011"	"2011"	"Other synthetic narcotics"	"T40.4"	12	775845	Unreliable	0.0%
	"Montana"	"30"	"2012"	"2012"	"Opium"	"T40.0"	Suppressed	783161	Suppressed	Suppressed
	"Montana"	"30"	"2012"	"2012"	"Heroin"	"T40.1"	Suppressed	783161	Suppressed	Suppressed
	"Montana"	"30"	"2012"	"2012"	"Other opioids"	"T40.2"	27	783161	3.4	0.0%
	"Montana"	"30"	"2012"	"2012"	"Methadone"	"T40.3"	13	783161	Unreliable	0.0%
	"Montana"	"30"	"2012"	"2012"	"Other synthetic narcotics"	"T40.4"	13	783161	Unreliable	0.0%
	"Montana"	"30"	"2013"	"2013"	"Opium"	"T40.0"	Suppressed	791184	Suppressed	Suppressed
	"Montana"	"30"	"2013"	"2013"	"Heroin"	"T40.1"	Suppressed	791184	Suppressed	Suppressed
	"Montana"	"30"	"2013"	"2013"	"Other opioids"	"T40.2"	41	791184	5.2	0.0%
	"Montana"	"30"	"2013"	"2013"	"Methadone"	"T40.3"	14	791184	Unreliable	0.0%
	"Montana"	"30"	"2013"	"2013"	"Other synthetic narcotics"	"T40.4"	Suppressed	791184	Suppressed	Suppressed
	"Montana"	"30"	"2014"	"2014"	"Opium"	"T40.0"	Suppressed	798555	Suppressed	Suppressed
	"Montana"	"30"	"2014"	"2014"	"Heroin"	"T40.1"	Suppressed	798555	Suppressed	Suppressed
	"Montana"	"30"	"2014"	"2014"	"Other opioids"	"T40.2"	21	798555	2.6	0.0%
	"Montana"	"30"	"2014"	"2014"	"Methadone"	"T40.3"	16	798555	Unreliable	0.0%
	"Montana"	"30"	"2014"	"2014"	"Other synthetic narcotics"	"T40.4"	14	798555	Unreliable	0.0%
	"Montana"	"30"	"2015"	"2015"	"Opium"	"T40.0"	Suppressed	806529	Suppressed	Suppressed
	"Montana"	"30"	"2015"	"2015"	"Heroin"	"T40.1"	Suppressed	806529	Suppressed	Suppressed
	"Montana"	"30"	"2015"	"2015"	"Other opioids"	"T40.2"	27	806529	3.3	0.0%
	"Montana"	"30"	"2015"	"2015"	"Methadone"	"T40.3"	Suppressed	806529	Suppressed	Suppressed
	"Montana"	"30"	"2015"	"2015"	"Other synthetic narcotics"	"T40.4"	Suppressed	806529	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	"Opium"	"T40.0"	Suppressed	1261021	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	"Heroin"	"T40.1"	Suppressed	1261021	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	"Other opioids"	"T40.2"	Suppressed	1261021	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	"Methadone"	"T40.3"	Suppressed	1261021	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	Suppressed	1261021	Suppressed	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	"Opium"	"T40.0"	Suppressed	1271529	Suppressed	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	"Heroin"	"T40.1"	Suppressed	1271529	Suppressed	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	"Other opioids"	"T40.2"	16	1271529	Unreliable	0.0%
	"Nebraska"	"31"	"2001"	"2001"	"Methadone"	"T40.3"	Suppressed	1271529	Suppressed	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	10	1271529	Unreliable	0.0%
	"Nebraska"	"31"	"2002"	"2002"	"Opium"	"T40.0"	Suppressed	1280578	Suppressed	Suppressed
	"Nebraska"	"31"	"2002"	"2002"	"Heroin"	"T40.1"	Suppressed	1280578	Suppressed	Suppressed
	"Nebraska"	"31"	"2002"	"2002"	"Other opioids"	"T40.2"	11	1280578	Unreliable	0.0%
	"Nebraska"	"31"	"2002"	"2002"	"Methadone"	"T40.3"	Suppressed	1280578	Suppressed	Suppressed
	"Nebraska"	"31"	"2002"	"2002"	"Other synthetic narcotics"	"T40.4"	Suppressed	1280578	Suppressed	Suppressed
	"Nebraska"	"31"	"2003"	"2003"	"Opium"	"T40.0"	Suppressed	1291199	Suppressed	Suppressed
	"Nebraska"	"31"	"2003"	"2003"	"Heroin"	"T40.1"	Suppressed	1291199	Suppressed	Suppressed
	"Nebraska"	"31"	"2003"	"2003"	"Other opioids"	"T40.2"	11	1291199	Unreliable	0.0%
	"Nebraska"	"31"	"2003"	"2003"	"Methadone"	"T40.3"	Suppressed	1291199	Suppressed	Suppressed
	"Nebraska"	"31"	"2003"	"2003"	"Other synthetic narcotics"	"T40.4"	Suppressed	1291199	Suppressed	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	"Opium"	"T40.0"	Suppressed	1301010	Suppressed	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	"Heroin"	"T40.1"	Suppressed	1301010	Suppressed	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	"Other opioids"	"T40.2"	20	1301010	1.5	0.0%
	"Nebraska"	"31"	"2004"	"2004"	"Methadone"	"T40.3"	Suppressed	1301010	Suppressed	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	"Other synthetic narcotics"	"T40.4"	Suppressed	1301010	Suppressed	Suppressed
	"Nebraska"	"31"	"2005"	"2005"	"Opium"	"T40.0"	Suppressed	1312579	Suppressed	Suppressed
	"Nebraska"	"31"	"2005"	"2005"	"Heroin"	"T40.1"	Suppressed	1312579	Suppressed	Suppressed
	"Nebraska"	"31"	"2005"	"2005"	"Other opioids"	"T40.2"	24	1312579	1.8	0.0%
	"Nebraska"	"31"	"2005"	"2005"	"Methadone"	"T40.3"	12	1312579	Unreliable	0.0%
	"Nebraska"	"31"	"2005"	"2005"	"Other synthetic narcotics"	"T40.4"	Suppressed	1312579	Suppressed	Suppressed
	"Nebraska"	"31"	"2006"	"2006"	"Opium"	"T40.0"	Suppressed	1322595	Suppressed	Suppressed
	"Nebraska"	"31"	"2006"	"2006"	"Heroin"	"T40.1"	Suppressed	1322595	Suppressed	Suppressed
	"Nebraska"	"31"	"2006"	"2006"	"Other opioids"	"T40.2"	18	1322595	Unreliable	0.0%
	"Nebraska"	"31"	"2006"	"2006"	"Methadone"	"T40.3"	Suppressed	1322595	Suppressed	Suppressed
	"Nebraska"	"31"	"2006"	"2006"	"Other synthetic narcotics"	"T40.4"	Suppressed	1322595	Suppressed	Suppressed
	"Nebraska"	"31"	"2007"	"2007"	"Opium"	"T40.0"	Suppressed	1331494	Suppressed	Suppressed
	"Nebraska"	"31"	"2007"	"2007"	"Heroin"	"T40.1"	Suppressed	1331494	Suppressed	Suppressed
	"Nebraska"	"31"	"2007"	"2007"	"Other opioids"	"T40.2"	23	1331494	1.7	0.0%
	"Nebraska"	"31"	"2007"	"2007"	"Methadone"	"T40.3"	14	1331494	Unreliable	0.0%
	"Nebraska"	"31"	"2007"	"2007"	"Other synthetic narcotics"	"T40.4"	Suppressed	1331494	Suppressed	Suppressed
	"Nebraska"	"31"	"2008"	"2008"	"Opium"	"T40.0"	Suppressed	1342591	Suppressed	Suppressed
	"Nebraska"	"31"	"2008"	"2008"	"Heroin"	"T40.1"	Suppressed	1342591	Suppressed	Suppressed
	"Nebraska"	"31"	"2008"	"2008"	"Other opioids"	"T40.2"	14	1342591	Unreliable	0.0%
	"Nebraska"	"31"	"2008"	"2008"	"Methadone"	"T40.3"	10	1342591	Unreliable	0.0%
	"Nebraska"	"31"	"2008"	"2008"	"Other synthetic narcotics"	"T40.4"	Suppressed	1342591	Suppressed	Suppressed
	"Nebraska"	"31"	"2009"	"2009"	"Opium"	"T40.0"	Suppressed	1356140	Suppressed	Suppressed
	"Nebraska"	"31"	"2009"	"2009"	"Heroin"	"T40.1"	Suppressed	1356140	Suppressed	Suppressed
	"Nebraska"	"31"	"2009"	"2009"	"Other opioids"	"T40.2"	35	1356140	2.6	0.0%
	"Nebraska"	"31"	"2009"	"2009"	"Methadone"	"T40.3"	20	1356140	1.5	0.0%
	"Nebraska"	"31"	"2009"	"2009"	"Other synthetic narcotics"	"T40.4"	11	1356140	Unreliable	0.0%
	"Nebraska"	"31"	"2010"	"2010"	"Opium"	"T40.0"	Suppressed	1367120	Suppressed	Suppressed
	"Nebraska"	"31"	"2010"	"2010"	"Heroin"	"T40.1"	Suppressed	1367120	Suppressed	Suppressed
	"Nebraska"	"31"	"2010"	"2010"	"Other opioids"	"T40.2"	32	1367120	2.3	0.0%
	"Nebraska"	"31"	"2010"	"2010"	"Methadone"	"T40.3"	15	1367120	Unreliable	0.0%
	"Nebraska"	"31"	"2010"	"2010"	"Other synthetic narcotics"	"T40.4"	20	1367120	1.5	0.0%
	"Nebraska"	"31"	"2011"	"2011"	"Opium"	"T40.0"	Suppressed	1382576	Suppressed	Suppressed
	"Nebraska"	"31"	"2011"	"2011"	"Heroin"	"T40.1"	Suppressed	1382576	Suppressed	Suppressed
	"Nebraska"	"31"	"2011"	"2011"	"Other opioids"	"T40.2"	33	1382576	2.4	0.0%
	"Nebraska"	"31"	"2011"	"2011"	"Methadone"	"T40.3"	19	1382576	Unreliable	0.0%
	"Nebraska"	"31"	"2011"	"2011"	"Other synthetic narcotics"	"T40.4"	Suppressed	1382576	Suppressed	Suppressed
	"Nebraska"	"31"	"2012"	"2012"	"Opium"	"T40.0"	Suppressed	1392120	Suppressed	Suppressed
	"Nebraska"	"31"	"2012"	"2012"	"Heroin"	"T40.1"	Suppressed	1392120	Suppressed	Suppressed
	"Nebraska"	"31"	"2012"	"2012"	"Other opioids"	"T40.2"	29	1392120	2.1	0.0%
	"Nebraska"	"31"	"2012"	"2012"	"Methadone"	"T40.3"	21	1392120	1.5	0.0%
	"Nebraska"	"31"	"2012"	"2012"	"Other synthetic narcotics"	"T40.4"	11	1392120	Unreliable	0.0%
	"Nebraska"	"31"	"2013"	"2013"	"Opium"	"T40.0"	Suppressed	1404168	Suppressed	Suppressed
	"Nebraska"	"31"	"2013"	"2013"	"Heroin"	"T40.1"	Suppressed	1404168	Suppressed	Suppressed
	"Nebraska"	"31"	"2013"	"2013"	"Other opioids"	"T40.2"	34	1404168	2.4	0.0%
	"Nebraska"	"31"	"2013"	"2013"	"Methadone"	"T40.3"	Suppressed	1404168	Suppressed	Suppressed
	"Nebraska"	"31"	"2013"	"2013"	"Other synthetic narcotics"	"T40.4"	Suppressed	1404168	Suppressed	Suppressed
	"Nebraska"	"31"	"2014"	"2014"	"Opium"	"T40.0"	Suppressed	1414894	Suppressed	Suppressed
	"Nebraska"	"31"	"2014"	"2014"	"Heroin"	"T40.1"	Suppressed	1414894	Suppressed	Suppressed
	"Nebraska"	"31"	"2014"	"2014"	"Other opioids"	"T40.2"	32	1414894	2.3	0.0%
	"Nebraska"	"31"	"2014"	"2014"	"Methadone"	"T40.3"	Suppressed	1414894	Suppressed	Suppressed
	"Nebraska"	"31"	"2014"	"2014"	"Other synthetic narcotics"	"T40.4"	13	1414894	Unreliable	0.0%
	"Nebraska"	"31"	"2015"	"2015"	"Opium"	"T40.0"	Suppressed	1425853	Suppressed	Suppressed
	"Nebraska"	"31"	"2015"	"2015"	"Heroin"	"T40.1"	Suppressed	1425853	Suppressed	Suppressed
	"Nebraska"	"31"	"2015"	"2015"	"Other opioids"	"T40.2"	33	1425853	2.3	0.0%
	"Nebraska"	"31"	"2015"	"2015"	"Methadone"	"T40.3"	12	1425853	Unreliable	0.0%
	"Nebraska"	"31"	"2015"	"2015"	"Other synthetic narcotics"	"T40.4"	14	1425853	Unreliable	0.0%
	"Nevada"	"32"	"2000"	"2000"	"Opium"	"T40.0"	Suppressed	1486458	Suppressed	Suppressed
	"Nevada"	"32"	"2000"	"2000"	"Heroin"	"T40.1"	42	1486458	2.8	0.0%
	"Nevada"	"32"	"2000"	"2000"	"Other opioids"	"T40.2"	109	1486458	7.3	0.0%
	"Nevada"	"32"	"2000"	"2000"	"Methadone"	"T40.3"	29	1486458	2.0	0.0%
	"Nevada"	"32"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	15	1486458	Unreliable	0.0%
	"Nevada"	"32"	"2001"	"2001"	"Opium"	"T40.0"	Suppressed	1563691	Suppressed	Suppressed
	"Nevada"	"32"	"2001"	"2001"	"Heroin"	"T40.1"	25	1563691	1.6	0.0%
	"Nevada"	"32"	"2001"	"2001"	"Other opioids"	"T40.2"	92	1563691	5.9	0.0%
	"Nevada"	"32"	"2001"	"2001"	"Methadone"	"T40.3"	51	1563691	3.3	0.0%
	"Nevada"	"32"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	23	1563691	1.5	0.0%
	"Nevada"	"32"	"2002"	"2002"	"Opium"	"T40.0"	Suppressed	1620975	Suppressed	Suppressed
